study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_19,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,CDC_N3,N,1-10 copies/L,NA,0.005,-2.301029996,0.170997595,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Positive,1,NA,233480,50.43,21.6,3.48,NA,NA,NA,yes,WWTP_E,2020-May-22
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_19,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,233480,50.43,21.6,3.48,NA,NA,NA,yes,WWTP_E,2020-May-22
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_20,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,CDC_N2,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,8.16,25.9,5.23,NA,NA,NA,yes,WWTP_A,2020-May-28
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_20,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,CDC_N3,N,1-10 copies/L,NA,0.005,-2.301029996,0.170997595,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Positive,1,NA,31501,8.16,25.9,5.23,NA,NA,NA,yes,WWTP_A,2020-May-28
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_20,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,8.16,25.9,5.23,NA,NA,NA,yes,WWTP_A,2020-May-28
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_21,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,CDC_N2,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,36.59,21.6,1.8,NA,NA,NA,yes,WWTP_D,2020-May-29
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_21,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,CDC_N3,N,1-10 copies/L,NA,0.005,-2.301029996,0.170997595,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Positive,1,NA,169400,36.59,21.6,1.8,NA,NA,NA,yes,WWTP_D,2020-May-29
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_21,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,36.59,21.6,1.8,NA,NA,NA,yes,WWTP_D,2020-May-29
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_22,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,0.13,0.4,0.4,NA,NA,NA,yes,WWTP_A,2020-Mar-13
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_23,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,0.28,0.9,0.9,NA,NA,NA,yes,WWTP_A,2020-Mar-28
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_24,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,0.5,1.6,0.8,NA,NA,NA,yes,WWTP_A,2020-Apr-03
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_25,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,1.7,5.4,5.4,NA,NA,NA,yes,WWTP_A,2020-Apr-10
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_26,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,3.84,12.2,12.2,NA,NA,NA,yes,WWTP_A,2020-Apr-16
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_27,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,5.48,17.4,15.3,NA,NA,NA,yes,WWTP_A,2020-Apr-23
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_28,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,31501,8,25.4,6.5,NA,NA,NA,yes,WWTP_A,2020-May-21
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_29,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,0.79,0.7,0.7,NA,NA,NA,yes,WWTP_B,2020-Mar-06
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_30,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,0.9,0.8,0.8,NA,NA,NA,yes,WWTP_B,2020-Mar-13
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_31,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,0.9,0.8,0.8,NA,NA,NA,yes,WWTP_B,2020-Mar-20
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_32,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,1.69,1.5,0.8,NA,NA,NA,yes,WWTP_B,2020-Apr-03
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_33,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,4.7,4.18,4.18,NA,NA,NA,yes,WWTP_B,2020-Apr-09
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_34,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,27.76,24.7,10,NA,NA,NA,yes,WWTP_B,2020-May-14
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_35,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,112396,29.11,25.9,5.2,NA,NA,NA,yes,WWTP_B,2020-May-28
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_36,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,150223,1.05,0.7,0.7,NA,NA,NA,yes,WWTP_C,2020-Mar-06
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_37,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,150223,1.2,0.8,0.8,NA,NA,NA,yes,WWTP_C,2020-Mar-20
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_38,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,150223,5.26,3.5,3.5,NA,NA,NA,yes,WWTP_C,2020-Apr-06
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_39,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,0,0,0,NA,NA,NA,yes,WWTP_D,2020-Mar-06
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_40,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,0,0,0,NA,NA,NA,yes,WWTP_D,2020-Mar-13
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_41,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,0,0,0,NA,NA,NA,yes,WWTP_D,2020-Mar-18
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_42,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,0,0,0,NA,NA,NA,yes,WWTP_D,2020-Mar-27
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_43,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,1.85,1.09,1.09,NA,NA,NA,yes,WWTP_D,2020-Apr-10
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_44,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,169400,8.47,5,5,NA,NA,NA,yes,WWTP_D,2020-Apr-17
1,Detection of SARS-CoV-2 in wastewater in Japan by multiple molecular assays-implication for wastewater-based epidemiology (WBE),"Hata, A et al.",2020,S1_45,WWTP,Influent,Grab,S,100,NA,PEG precipitation,QIAamp Viral RNA mini kit,qPCR,"CDC_N2, CDC_N3, NIID_N",N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,> 1 copy/reaction; equivalent to 1000 copies/L in the original sample,Negative,0,NA,233480,50.43,21.6,1.8,NA,NA,NA,yes,WWTP_E,2020-May-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_02,WWTP,Influent,Composite,SSS,200,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A1_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_02,WWTP,Influent,Composite,SSS,200,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A1_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_02,WWTP,Influent,Composite,S,200,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A1_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_02,WWTP,Influent,Composite,S,200,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A1_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_03,WWTP,Influent,Composite,SSS,200,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,162,69.94,NA,NA,NA,NA,no,WWTP_A2_0330,2020-Mar-30
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_03,WWTP,Influent,Composite,SSS,200,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,162,69.94,NA,NA,NA,NA,no,WWTP_A2_0330,2020-Mar-30
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_03,WWTP,Influent,Composite,S,200,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,162,69.94,NA,NA,NA,NA,no,WWTP_A2_0330,2020-Mar-30
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_03,WWTP,Influent,Composite,S,200,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,162,69.94,NA,NA,NA,NA,no,WWTP_A2_0330,2020-Mar-30
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_04,WWTP,Influent,Composite,SSS,100,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,0,0,NA,NA,NA,NA,no,WWTP_A3_0224,2020-Feb-24
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_04,WWTP,Influent,Composite,SSS,100,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,0,0,NA,NA,NA,NA,no,WWTP_A3_0224,2020-Feb-24
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_04,WWTP,Influent,Composite,S,100,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,0,0,NA,NA,NA,NA,no,WWTP_A3_0224,2020-Feb-24
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_04,WWTP,Influent,Composite,S,100,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,0,0,NA,NA,NA,NA,no,WWTP_A3_0224,2020-Feb-24
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_05,WWTP,Influent,Composite,SSS,100,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A4_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_05,WWTP,Influent,Composite,SSS,100,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A4_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_05,WWTP,Influent,Composite,S,100,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A4_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_05,WWTP,Influent,Composite,S,100,NA,Ultrafiltration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,NIID_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,151,65.19,NA,NA,NA,NA,no,WWTP_A4_0329,2020-Mar-29
2,First confirmed detection of SARS-CoV-2 in untreated wastewater in Australia: A proof of concept for the wastewater surveillance of COVID-19 in the community,"Ahmed, W et al.",2020,S2_06,WWTP,Influent,Composite,SSS,100,NA,No concentration,RNeasy PowerWater Kit + RNeasy PowerMicrobiome Kit,qPCR,Sarbeco_N,N,Not Detected,NA,0,NA,0,NA,NA,NA,NA,<45,Negative,0,NA,231643,162,69.94,NA,NA,NA,NA,no,WWTP_A5_0330,2020-Mar-30
